job_title,job_skills,company,job_location,job_level,job_type
Superintendent - Data Center - Indianapolis,"Project Management, Civil Engineering, Construction Management, LargeScale Projects, Healthcare Projects, Commercial Projects, Scheduling, Quality Assurance, Quality Control, Cost Management, Document Control, Site Safety, Leadership, Communication, Teamwork, Organizational Skills, Attention to Detail, ProblemSolving Skills, BS in Construction Management or Civil Engineering, 5+ Years of Experience in Construction Industry, Proven Track Record of Effectively Managing Job Sites, Positive Attitude and Strong Management Ability",Michael Page,"Indianapolis, IN",Mid senior,Onsite
Sr. Data Engineer,"Data Warehouse Architecture, Data Warehouse Modeling, ETL Processing, Data Processing, Confluent Kafka, Kinesis, Glue, Lambda, Snowflake, SQL Server, Python, PySpark, SQL, Data Profiling, Process Flow, Metric Logging, Error Handling, ETL Architecture, System Architectural Decisions, Development Standards, AWS Expertise, Kinesis, Glue (Spark), EMR, S3, Lambda, Athena, Streaming Services, Java Spring Framework, Spring Boot, Spring Cloud, Spring Data, NoSQL, Java",Experfy,"Houston, TX",Mid senior,Onsite
RA/QA Post Market Data Analyst,"Data Analytics, SQL, Tableau, Data Visualization, Business Requirements, Data Analysis, User Documentation, Data Integration, Report Monitoring, Test Result Documentation, Statistics, Mathematics, Computer Science, Visual Software, Medical Device, Pharmaceutical, Regulatory Industry, ERP Systems, Data Exploration, Presentation Skills, Writing Skills, SAP, CRM","Amick Brown - SAP, Cloud Technologies and Business Intelligence Staffing & Consulting","California, United States",Associate,Onsite
Medical Laboratory Scientist MLS-MT - Incentive Eligible,"Medical Laboratory Science, ASCP Certification, Hematology, Chemistry, Immunohematology, Blood Banking, Microbiology, Serology, Coagulation, Urinalysis, Laboratory Safety, Laboratory Equipment Operation and Maintenance, Data Accuracy and Record Keeping, Oral and Written Communication, Mathematical Skills, Reasoning Ability, Patient Care, Blood Borne Pathogens, Laboratory Reagents, Unpleasant Patient Elements, Electrical and Mechanical Hazards","St. Luke's Duluth, MN","Duluth, MN",Mid senior,Onsite
Registered Nurse (RN) - Medical Laboratory Tech (MLT) - Per Diem at HealthTrust Workforce Solutions,"Medical Lab Technician (MLT), Compassion, Attention to Detail, Acute Care Experience, Per Diem Nursing, Travel Nursing, Locum Tenens, Interim Leadership, Clinical Instructor, HCA Healthcare, EVIND1",Health eCareers,"Austin, TX",Mid senior,Onsite
"Sr ML Engineering Manager , Firefly App Integrations","AI/ML, ML frameworks, Pytorch, SageMaker, HuggingFace, Image Processing, Computer Vision, Generative AI, GPU workload optimization, Model serving, Orchestration, Scaling, GPU resource management, Communication, Collaboration, Analytical skills, Problemsolving, Datadriven decisionmaking, Latest trends and technologies in AI/ML, Bachelor's/Master's in Computer Science Electrical Engineering Computer Vision or related field",Adobe,"San Jose, CA",Mid senior,Onsite
"Sales Representative, CoStar Data & Analytics - Washington D.C.","Sales, Prospecting, Client Engagement, Data Analysis, Research, Analytics, Commercial Real Estate, B2B Sales, Consultative Selling, Client Training, Product Demonstrations, Business Intelligence, Marketing, Communication, Customer Service, Leadership, Teamwork, Problem Solving, Strategic Thinking, Bachelor's Degree, ClientFacing Experience, Outside Sales Experience, Motor Vehicle License, Driver's License, Driving Record, Operational Motor Vehicle, CoStar, LoopNet, S&P 500",CoStar Group,"Washington, DC",Mid senior,Onsite
Data Warehouse Analyst,"Data Analysis, Data Modeling, Data Warehouse Systems, Power BI, Tableau, DB2, SQL Server, Oracle, Data Warehouse Architecture, ETL Processes, SQL, GQL, SAS, Data Quality Processes, Metadata Management, Relational Database Platforms",Elevance Health,"Arlington, VA",Mid senior,Onsite
Data Manager,"Statistical Analysis, Data Management, Statistical Software (R SAS STATA), Database Management (Red Hat Qualtrics REDCap ACCESS), Data Interpretation, Data Visualization, Report Writing, Data Modeling, Data Presentation, Manuscript Preparation, Team Supervision, Epidemiology, Biostatistics, ArcGIS, MAXQDA, AtlastTI, GIC, COVID19 Vaccination, Affirmative Action",Yale University,"New Haven, CT",Mid senior,Onsite
Medical Technologist MT or MLT,"Medical Technologist, Medical Laboratory Technician, Blood Bank, Laboratory, Clinical, Test, Equipment, Diagnosis, Treatment, Disease, Procedures, Maintenance, Shift Work, Shift Differentials, Sign On Bonus, Relocation Assistance, StateoftheArt Equipment",Gables Search Group,"Columbus, OH",Mid senior,Onsite
Data Analyst,"SQL, Tableau, Data Analytics, BI, Data Manipulation, Data Visualization, Data Modeling, Data Mining, Data Warehouse Design, Data Extraction, Dashboards, Data Communication, Data Analysis, Data Interpretation, FinTech",Quantum World Technologies Inc.,"Mountain View, CA",Mid senior,Onsite
Sr. Data Engineer (Hybrid),"Hadoop, Spark, Postgres, Angular JS, Scala, NoSQL, Python, SQL, Java, MapReduce, Hive, EMR, Kafka, Gurobi, MySQL, Mongo, Cassandra, Redshift, Snowflake, UNIX/Linux, Agile engineering practices, Data pipeline frameworks, Data APIs, Data delivery services, Analytical models, Cloud Production environments, Multitier multiplatform systems, Data warehousing, Realtime data, Streaming applications",Jobs for Humanity,"Paris, TX",Mid senior,Onsite
"Technical Lead, Edge Data Center Operations","Data Center Infrastructure, Server Hardware Troubleshooting, Network Hardware Troubleshooting, Server and Network Equipment, Data Center Environments, Server Provisioning, Network Provisioning, Break/Fix Tasks, Server Hardware, Network Infrastructure, Scalability, High Availability, OnCall Rotation, Edge/POP Sites, Low Voltage Cabling, BOMs, Vendor Management, Automation, Root Cause Analysis, Runbooks, SOPs, MOPs, Fitness Program, CalTrain Go Pass, 401k Program, Flexible Vacation Policy, Medical Coverage, Dental Coverage, Vision Coverage, Unlimited Snacks, Onsite Fitness Center, Fitness Credit, Catered Lunches",Roblox,"Ashburn, VA",Mid senior,Onsite
Supply Chain Data Analyst,"Data Engineering, Data Analysis, Predictive Modeling, Data visualization tools, Python, R, SQL, Tableau/Domo, AS400, ERP systems, Inventory Management, Forecasting, Time Series Analysis, Regression Analysis, Machine Learning Algorithms, Communication skills, Team Collaboration",DENSO,"Maryville, TN",Mid senior,Onsite
"Manager, Data Loss Prevention (DLP) Engineer (Symantec)","Data Loss Prevention (DLP), Symantec, Data Protection, Cybersecurity, SaaS, IaaS, Web proxy, Email, Endpoint solutions, Cloudbased infrastructure, Agile delivery model, Public cloud security, Multicloud environments, JIRA, AWS Cloud Practitioner, AWS Solution Architect  Associate, AWS Developer  Associate, AWS Security  Specialty, AWS Solution Architect  Professional, CISSP, GIAC, CISM, CCSP, CISA, Security+, URL filtering, Proxy, Network DLP, Scripting, Technical writing",Jobs for Humanity,"Joliet, IL",Mid senior,Onsite
Data Steward - Research Analysis Spec Sr,"Environmental Science, Engineering, Computer Science, GIS, Environmental Science, Statistics, Environmental Health, Toxicology, Data Research, Data Analysis, SQL, Tableau, Python, R, Data Science, Data Stewardship, Data Management, Quantitative Analysis, Statistical Modeling, Program Evaluation, Project Management, Communication Skills, Spatial Analysis, Qualitative Analysis",State of Minnesota,"Alexandria, MN",Mid senior,Onsite
Contractor - Epic Clarity Data Analyst - Revenue Cycle,"Healthcare Data Analysis, Data Visualization, SQL, Python, R, Statistical Methods, Epic Clarity Reporting, Revenue Cycle Modules, Project Management, Agile Development, User Observation, DataDriven Solutions, Informatics, Strategy Documents, Data Dictionaries, Communication Skills, Organizational Skills, Analytical Skills, Technical Abilities",Deloitte,"Texas, United States",Mid senior,Onsite
Laboratory Data Manager,"Data management, Cancer research, Oncology clinical trials, Database development, ICHGCP, Biomarkerdriven clinical research, Genomics, Biomarker assays, Experimental Cancer Medicine Centres (ECMC), Cancer Research UKfunded research, Project management, Organizational skills, Computer proficiency, Interpersonal skills, Teamwork, Communication skills",The Institute of Cancer Research,"Sutton, England, United Kingdom",Associate,Onsite
Customer Service Representative/Data Analyst/Data Entry Clerk,"Data Analysis, Statistics, Machine Learning, Algorithms, A/B Testing, Data Visualization, SQL, R, Python, Tableau, Power BI, Data Management, ETL",Univisioncommunicationsinc,"Pictou, Nova Scotia, Canada",Mid senior,Onsite
Data Coordinator,"Microsoft Office Suite, Data Analysis, Problem Solving, Technology Skills, DetailOriented, Multitasking, Investigative Skills, Teamwork, SelfMotivation, Medical Dental Vision Insurance, PTO/ Paid Holidays, 401(k) with company match, ProfitSharing/ Defined Contribution, Companypaid ST and LT Disability, Maternity Leave/ Parental Leave, Companypaid Term Life/ Accidental Death Insurance, Thirdparty employee benefits administrator, Quality Service, Innovative Solutions, Performance Evaluation, Growth Funds, Career Opportunities",Cottingham & Butler,"Pittsburgh, PA",Associate,Onsite
"Senior Manager, Machine Learning Engineering","Machine Learning, Software Development, Data Engineering, DevOps, Scalability, Agile, Python, Scala, Java, Distributed Computing, Cloud Computing, SQL, ScikitLearn, PyTorch, Dask, Spark, TensorFlow, Data Gathering, Data Preparation, Data Pipelines, Data Warehousing, Data Lakes, AWS, Azure, Google Cloud Platform, DataBricks, SnowFlake",ClickJobs.io,"Hartford, CT",Mid senior,Onsite
"Manager, Data Loss Prevention (DLP) Engineer (Symantec)","Data Loss Prevention (DLP), Web proxy, Email DLP, Endpoint solution, Technical writing, Agile frameworks, Cloud computing environments, Cloud security, Symantec Data Loss Prevention (DLP) infrastructure engineering, Cyber security practices, URL Filtering, Proxy, Network DLP, JIRA, CISSP, GIAC, CISM, CCSP, CISA, Security+, AWS Cloud Practitioner, AWS Solution Architect  Associate, AWS Developer  Associate, AWS Security  Specialty, AWS Solution Architect  Professional, IT Delivery projects, Handson, Agile delivery model, Software engineering principles, Cyber security, Software development practices, Platform engineering, Basics qualification, GED, Cybersecurity, Information technology, Bachelor's Degree, Systems Engineering, Computer Science, Scripting, Multicloud environments, Performance based incentive compensation, Financial benefits, Health benefits, Incentive compensation, Capital one benefits, Fair criminal records screening act, Criminal history inquiries, Accommodation, Email",Jobs for Humanity,"Fredericksburg, VA",Mid senior,Onsite
Data Engineer,"Data Analytics, Data Modeling, Database Design, Spark Framework, ELT (Extract Load Transform), SQL, Agile Project Delivery, Business Intelligence Tools (Tableau MicroStrategy Alteryx), Data Processing Technologies (Apache Spark Kafka), Cloud Environment (AWS), Python, Airflow, Pipeline Automation, ETL Processes, Data Quality Standards, Data integrity, Analytical skills, Multitasking, Communication, Problem Solving, Organizational Skills, Independent Work",Jobs for Humanity,"Hartford, CT",Mid senior,Onsite
Senior Machine Learning Engineer,"Machine Learning, Python, Scala, Java, Scikitlearn, PyTorch, Dask, Spark, TensorFlow, AWS, Azure, Google Cloud, Distributed Computing, Data Pipelines, AI, Computer Science, Electrical Engineering, Mathematics, Distributed File Systems, Multinode Database Paradigms, Open Source ML Software, Research Paper Authorship, Data Science, Agile",Jobs for Humanity,"Fredericksburg, VA",Mid senior,Onsite
Audit Manager - Data/Tech (BSA/AML including Sanctions),"Audit, Risk Management, Data Management, Financial Crimes and Fraud, AWS, Data Analysis, Audit Procedures, Communication, Interpersonal Skills, Certified AntiMoney Laundering Specialist (CAMS), Certified Internal Auditor (CIA), Certified Public Accountant (CPA), Certified Regulatory Compliance Manager (CRCM), Certified Fraud Examiner (CFE), Certified Data Management Professional (CDMP), Certified Information Security Manager (CISM), Certified Info Security System Professional (CISP), Business Understanding, Problem Solving, Leadership, Teamwork, Attention to Detail, Regulatory Compliance, Financial Services, Critical Thinking, Business Partnering",Bank of America,"Charlotte, NC",Mid senior,Onsite
